Transaction_ID,Customer_ID_internal,Account_Type_internal,Total_Balance_internal,Transaction_Amount_internal,Investment_Amount_internal,Investment_Type_internal,Transaction_Date_internal,Customer_ID_external,Account_Type_external,Total_Balance_external,Transaction_Amount_external,Investment_Amount_external,Investment_Type_external,Transaction_Date_external,status,amount_difference,date_difference_days,record_location
305221,203605,Current,46473,4787.0,28513,Fixed Deposit,2025-01-12,203605,Current,46473.0,4787.0,28513.0,Fixed Deposit,2025-01-12,MATCH,0.0,0.0,both
305222,209527,Savings,25482,4102.0,4160,Recurring Deposit,2023-07-01,209527,Savings,25482.0,4102.0,4160.0,Recurring Deposit,2023-07-01,MATCH,0.0,0.0,both
305223,207287,Business,2489,2730.0,13986,Mutual Fund,2024-04-21,207287,Business,2489.0,2730.0,13986.0,Mutual Fund,2024-04-21,MATCH,0.0,0.0,both
305224,200695,Business,2690,3021.0,44341,Mutual Fund,2024-08-26,200695,Business,2690.0,3021.0,44341.0,Mutual Fund,2024-08-26,MATCH,0.0,0.0,both
305225,203044,Current,12760,3145.0,16500,Recurring Deposit,2024-07-22,203044,Current,12760.0,3145.0,16500.0,Recurring Deposit,2024-07-22,MATCH,0.0,0.0,both
305226,201946,Savings,5843,4876.0,44179,Recurring Deposit,2023-09-28,201946,Savings,5843.0,4876.0,44179.0,Recurring Deposit,2023-09-28,MATCH,0.0,0.0,both
305227,202722,Current,78797,4149.0,6650,Mutual Fund,2022-07-12,202722,Current,78797.0,4149.0,6650.0,Mutual Fund,2022-07-12,MATCH,0.0,0.0,both
305228,209715,Current,42407,2543.0,14195,Recurring Deposit,2023-07-27,209715,Current,42407.0,2543.0,14195.0,Recurring Deposit,2023-07-27,MATCH,0.0,0.0,both
305229,209875,Business,40718,3337.0,27683,Mutual Fund,2024-06-14,209875,Business,40718.0,3337.0,27683.0,Mutual Fund,2024-06-14,MATCH,0.0,0.0,both
305230,201806,Current,10403,3433.0,32265,Fixed Deposit,2023-02-25,201806,Current,10403.0,3433.0,32265.0,Fixed Deposit,2023-02-25,MATCH,0.0,0.0,both
305231,208141,Savings,21688,2528.45,24208,Mutual Fund,2022-12-31,208141,Savings,21688.0,2528.45,24208.0,Mutual Fund,2022-12-31,MATCH,0.0,0.0,both
305232,208301,Savings,43056,3297.0,44464,Mutual Fund,2024-06-06,208301,Savings,43056.0,3297.0,44464.0,Mutual Fund,2024-06-06,MATCH,0.0,0.0,both
305233,208983,Savings,99399,3763.0,47863,Recurring Deposit,2022-07-04,208983,Savings,99399.0,3763.0,47863.0,Recurring Deposit,2022-07-04,MATCH,0.0,0.0,both
305234,208125,Savings,50046,1546.0,49711,Fixed Deposit,2024-05-13,208125,Savings,50046.0,1546.0,49711.0,Fixed Deposit,2024-05-13,MATCH,0.0,0.0,both
305235,202639,Business,90067,3220.0,14540,Mutual Fund,2022-11-23,202639,Business,90067.0,3220.0,14540.0,Mutual Fund,2022-11-23,MATCH,0.0,0.0,both
305236,209178,Business,47602,4679.0,1286,Fixed Deposit,2023-12-27,209178,Business,47602.0,4679.0,1286.0,Fixed Deposit,2023-12-27,MATCH,0.0,0.0,both
305237,203883,Business,81899,1981.0,35742,Fixed Deposit,2024-07-11,203883,Business,81899.0,1981.0,35742.0,Fixed Deposit,2024-07-11,MATCH,0.0,0.0,both
305238,203725,Business,87066,1028.33,28999,Recurring Deposit,2024-07-02,203725,Business,87066.0,1028.33,28999.0,Recurring Deposit,2024-07-02,MATCH,0.0,0.0,both
305239,208264,Savings,57613,1416.0,19085,Mutual Fund,2023-12-07,208264,Savings,57613.0,1416.0,19085.0,Mutual Fund,2023-12-07,MATCH,0.0,0.0,both
305240,204973,Savings,38426,313.0,28491,Fixed Deposit,2022-08-10,204973,Savings,38426.0,313.0,28491.0,Fixed Deposit,2022-08-10,MATCH,0.0,0.0,both
305241,202764,Current,51735,1398.0,6471,Fixed Deposit,2023-09-14,202764,Current,51735.0,1398.0,6471.0,Fixed Deposit,2023-09-14,MATCH,0.0,0.0,both
305242,203989,Current,91063,1584.0,6014,Mutual Fund,2023-02-27,203989,Current,91063.0,1584.0,6014.0,Mutual Fund,2023-02-27,MATCH,0.0,0.0,both
305243,200591,Business,94987,3336.0,20701,Mutual Fund,2023-02-15,200591,Business,94987.0,3336.0,20701.0,Mutual Fund,2023-02-15,MATCH,0.0,0.0,both
305244,208216,Current,28928,4821.0,14561,Mutual Fund,2025-01-14,208216,Current,28928.0,4821.0,14561.0,Mutual Fund,2025-01-14,MATCH,0.0,0.0,both
305245,206320,Business,83761,4763.0,24648,Mutual Fund,2023-08-18,206320,Business,83761.0,4763.0,24648.0,Mutual Fund,2023-08-18,MATCH,0.0,0.0,both
305246,205398,Business,25132,902.0,42469,Fixed Deposit,2023-08-17,205398,Business,25132.0,902.0,42469.0,Fixed Deposit,2023-08-17,MATCH,0.0,0.0,both
305247,205339,Business,31568,183.0,42881,Fixed Deposit,2023-10-02,205339,Business,31568.0,183.0,42881.0,Fixed Deposit,2023-10-02,MATCH,0.0,0.0,both
305248,209218,Current,59705,2321.0,41743,Recurring Deposit,2023-06-20,209218,Current,59705.0,2321.0,41743.0,Recurring Deposit,2023-06-20,MATCH,0.0,0.0,both
305249,203899,Current,30558,579.0,6378,Mutual Fund,2023-02-23,203899,Current,30558.0,579.0,6378.0,Mutual Fund,2023-02-23,MATCH,0.0,0.0,both
305250,209622,Business,22526,3313.0,35764,Fixed Deposit,2024-11-05,209622,Business,22526.0,3313.0,35764.0,Fixed Deposit,2024-11-05,MATCH,0.0,0.0,both
305251,209760,Savings,38349,1536.0,15554,Fixed Deposit,2024-06-22,209760,Savings,38349.0,1536.0,15554.0,Fixed Deposit,2024-06-22,MATCH,0.0,0.0,both
305252,206837,Current,98805,1907.38,43417,Mutual Fund,2024-03-27,206837,Current,98805.0,1907.38,43417.0,Mutual Fund,2024-03-27,MATCH,0.0,0.0,both
305253,207320,Savings,4763,4766.0,28162,Mutual Fund,2024-08-09,207320,Savings,4763.0,4766.0,28162.0,Mutual Fund,2024-08-09,MATCH,0.0,0.0,both
305254,209304,Business,91198,4615.0,13587,Recurring Deposit,2024-12-23,209304,Business,91198.0,4615.0,13587.0,Recurring Deposit,2024-12-23,MATCH,0.0,0.0,both
305255,201876,Business,52042,2748.0,48445,Fixed Deposit,2022-04-03,201876,Business,52042.0,2748.0,48445.0,Fixed Deposit,2022-04-03,MATCH,0.0,0.0,both
305256,207670,Current,88864,1589.0,33310,Fixed Deposit,2022-09-15,207670,Current,88864.0,1589.0,33310.0,Fixed Deposit,2022-09-15,MATCH,0.0,0.0,both
305257,200158,Current,22152,2117.0,42674,Fixed Deposit,2025-01-23,200158,Current,22152.0,2117.0,42674.0,Fixed Deposit,2025-01-23,MATCH,0.0,0.0,both
305258,200733,Current,4877,1501.0,12918,Fixed Deposit,2023-09-09,200733,Current,4877.0,1501.0,12918.0,Fixed Deposit,2023-09-09,MATCH,0.0,0.0,both
305259,204454,Business,36264,4463.0,34885,Recurring Deposit,2024-02-11,204454,Business,36264.0,4463.0,34885.0,Recurring Deposit,2024-02-11,MATCH,0.0,0.0,both
305260,202028,Savings,54765,546.66,14521,Mutual Fund,2023-03-29,202028,Savings,54765.0,546.66,14521.0,Mutual Fund,2023-03-29,MATCH,0.0,0.0,both
305261,206843,Savings,79298,4928.0,29715,Mutual Fund,2024-12-12,206843,Savings,79298.0,4928.0,29715.0,Mutual Fund,2024-12-12,MATCH,0.0,0.0,both
305262,200764,Current,23009,2779.0,17855,Mutual Fund,2024-10-29,200764,Current,23009.0,2779.0,17855.0,Mutual Fund,2024-10-29,MATCH,0.0,0.0,both
305263,200191,Current,46547,4372.42,10567,Mutual Fund,2024-11-09,200191,Current,46547.0,4372.42,10567.0,Mutual Fund,2024-11-09,MATCH,0.0,0.0,both
305264,208435,Current,50797,3847.0,19645,Fixed Deposit,2023-04-03,208435,Current,50797.0,3847.0,19645.0,Fixed Deposit,2023-04-03,MATCH,0.0,0.0,both
305265,207137,Savings,42767,3049.0,37036,Recurring Deposit,2022-05-21,207137,Savings,42767.0,3049.0,37036.0,Recurring Deposit,2022-05-21,MATCH,0.0,0.0,both
305266,209125,Current,38016,1740.0,2685,Mutual Fund,2025-02-13,209125,Current,38016.0,1740.0,2685.0,Mutual Fund,2025-02-13,MATCH,0.0,0.0,both
305267,201100,Current,36314,3272.0,16343,Mutual Fund,2023-08-01,201100,Current,36314.0,3272.0,16343.0,Mutual Fund,2023-08-01,MATCH,0.0,0.0,both
305268,208924,Business,93996,4802.0,34648,Fixed Deposit,2023-11-03,208924,Business,93996.0,4802.0,34648.0,Fixed Deposit,2023-11-03,MATCH,0.0,0.0,both
305269,204052,Current,13989,3276.0,21402,Mutual Fund,2022-09-13,204052,Current,13989.0,3276.0,21402.0,Mutual Fund,2022-09-13,MATCH,0.0,0.0,both
305270,208972,Business,1078,3920.0,40078,Mutual Fund,2023-11-10,208972,Business,1078.0,3920.0,40078.0,Mutual Fund,2023-11-10,MATCH,0.0,0.0,both
305271,200793,Savings,51607,3813.0,5657,Fixed Deposit,2023-04-23,200793,Savings,51607.0,3813.0,5657.0,Fixed Deposit,2023-04-23,MATCH,0.0,0.0,both
305272,205098,Current,85389,2282.0,23453,Recurring Deposit,2024-07-07,205098,Current,85389.0,2282.0,23453.0,Recurring Deposit,2024-07-07,MATCH,0.0,0.0,both
305273,208282,Savings,82468,4984.0,36540,Fixed Deposit,2023-06-03,208282,Savings,82468.0,4984.0,36540.0,Fixed Deposit,2023-06-03,MATCH,0.0,0.0,both
305274,206711,Savings,37432,1057.0,39882,Recurring Deposit,2022-04-28,206711,Savings,37432.0,1057.0,39882.0,Recurring Deposit,2022-04-28,MATCH,0.0,0.0,both
305275,201641,Savings,73976,719.0,32345,Recurring Deposit,2024-05-31,201641,Savings,73976.0,719.0,32345.0,Recurring Deposit,2024-05-31,MATCH,0.0,0.0,both
305276,203358,Savings,81431,3637.0,48755,Recurring Deposit,2023-10-24,203358,Savings,81431.0,3637.0,48755.0,Recurring Deposit,2023-10-24,MATCH,0.0,0.0,both
305277,203856,Savings,65544,3596.0,20389,Fixed Deposit,2024-05-27,203856,Savings,65544.0,3596.0,20389.0,Fixed Deposit,2024-05-27,MATCH,0.0,0.0,both
305278,208627,Business,74525,4432.0,12620,Fixed Deposit,2024-05-19,208627,Business,74525.0,4432.0,12620.0,Fixed Deposit,2024-05-19,MATCH,0.0,0.0,both
305279,201916,Business,35690,3544.0,9918,Mutual Fund,2024-02-11,201916,Business,35690.0,3544.0,9918.0,Mutual Fund,2024-02-11,MATCH,0.0,0.0,both
305280,200046,Savings,38976,1618.0,32653,Fixed Deposit,2024-04-15,200046,Savings,38976.0,1618.0,32653.0,Fixed Deposit,2024-04-15,MATCH,0.0,0.0,both
305281,208182,Savings,60234,2801.0,16354,Fixed Deposit,2022-05-28,208182,Savings,60234.0,2801.0,16354.0,Fixed Deposit,2022-05-28,MATCH,0.0,0.0,both
305282,202354,Current,8827,3636.0,18100,Recurring Deposit,2023-06-24,202354,Current,8827.0,3636.0,18100.0,Recurring Deposit,2023-06-24,MATCH,0.0,0.0,both
305283,200113,Savings,97867,2670.0,47658,Mutual Fund,2024-12-27,200113,Savings,97867.0,2670.0,47658.0,Mutual Fund,2024-12-27,MATCH,0.0,0.0,both
305284,201081,Business,80902,2127.0,31661,Mutual Fund,2023-01-14,201081,Business,80902.0,2127.0,31661.0,Mutual Fund,2023-01-14,MATCH,0.0,0.0,both
305285,204139,Business,81916,4754.0,35397,Fixed Deposit,2023-07-31,204139,Business,81916.0,4754.0,35397.0,Fixed Deposit,2023-07-31,MATCH,0.0,0.0,both
305286,207150,Business,51815,3262.0,45584,Fixed Deposit,2024-05-27,207150,Business,51815.0,3262.0,45584.0,Fixed Deposit,2024-05-27,MATCH,0.0,0.0,both
305287,208585,Business,19788,2421.0,7850,Fixed Deposit,2022-07-26,208585,Business,19788.0,2421.0,7850.0,Fixed Deposit,2022-07-26,MATCH,0.0,0.0,both
305288,201589,Savings,18592,1414.0,25961,Fixed Deposit,2022-08-17,201589,Savings,18592.0,1414.0,25961.0,Fixed Deposit,2022-08-17,MATCH,0.0,0.0,both
305289,207713,Business,24204,3233.0,35106,Recurring Deposit,2022-12-06,207713,Business,24204.0,3233.0,35106.0,Recurring Deposit,2022-12-06,MATCH,0.0,0.0,both
305290,204855,Business,25120,2234.45,7045,Mutual Fund,2024-07-03,204855,Business,25120.0,2234.45,7045.0,Mutual Fund,2024-07-03,MATCH,0.0,0.0,both
305291,209629,Business,9502,1742.0,9380,Recurring Deposit,2024-06-26,209629,Business,9502.0,1742.0,9380.0,Recurring Deposit,2024-06-26,MATCH,0.0,0.0,both
305292,206030,Current,41606,256.0,18072,Mutual Fund,2022-04-01,206030,Current,41606.0,256.0,18072.0,Mutual Fund,2022-04-01,MATCH,0.0,0.0,both
305293,201525,Savings,40446,4054.0,17248,Mutual Fund,2024-11-18,201525,Savings,40446.0,4054.0,17248.0,Mutual Fund,2024-11-18,MATCH,0.0,0.0,both
305294,206567,Business,66130,569.0,28367,Mutual Fund,2022-06-30,206567,Business,66130.0,569.0,28367.0,Mutual Fund,2022-06-30,MATCH,0.0,0.0,both
305295,204595,Business,53837,2183.89,9336,Recurring Deposit,2023-02-11,204595,Business,53837.0,2183.89,9336.0,Recurring Deposit,2023-02-11,MATCH,0.0,0.0,both
305296,207445,Savings,79154,1630.0,49697,Mutual Fund,2025-01-25,207445,Savings,79154.0,1630.0,49697.0,Mutual Fund,2025-01-25,MATCH,0.0,0.0,both
305297,205599,Business,88014,4907.0,48816,Recurring Deposit,2024-11-22,205599,Business,88014.0,4907.0,48816.0,Recurring Deposit,2024-11-22,MATCH,0.0,0.0,both
305298,204310,Business,20247,4911.0,34299,Mutual Fund,2023-02-15,204310,Business,20247.0,4911.0,34299.0,Mutual Fund,2023-02-15,MATCH,0.0,0.0,both
305299,208935,Business,95564,3877.0,43316,Recurring Deposit,2025-02-17,208935,Business,95564.0,3877.0,43316.0,Recurring Deposit,2025-02-17,MATCH,0.0,0.0,both
305300,202165,Current,70510,1532.12,11202,Mutual Fund,2024-01-08,202165,Current,70510.0,1532.12,11202.0,Mutual Fund,2024-01-08,MATCH,0.0,0.0,both
305301,206704,Business,56394,1841.0,11363,Recurring Deposit,2022-08-29,206704,Business,56394.0,1841.0,11363.0,Recurring Deposit,2022-08-29,MATCH,0.0,0.0,both
305302,209846,Business,28265,4403.0,8225,Fixed Deposit,2023-02-03,209846,Business,28265.0,4403.0,8225.0,Fixed Deposit,2023-02-03,MATCH,0.0,0.0,both
305303,205569,Savings,21730,1221.0,31467,Recurring Deposit,2024-07-03,205569,Savings,21730.0,1221.0,31467.0,Recurring Deposit,2024-07-03,MATCH,0.0,0.0,both
305304,205778,Savings,82632,845.0,10818,Fixed Deposit,2025-03-16,205778,Savings,82632.0,845.0,10818.0,Fixed Deposit,2025-03-16,MATCH,0.0,0.0,both
305305,203811,Current,17679,1238.0,1724,Recurring Deposit,2024-01-26,203811,Current,17679.0,1238.0,1724.0,Recurring Deposit,2024-01-26,MATCH,0.0,0.0,both
305306,203469,Savings,48511,2592.0,42762,Fixed Deposit,2024-12-19,203469,Savings,48511.0,2592.0,42762.0,Fixed Deposit,2024-12-19,MATCH,0.0,0.0,both
305307,200262,Savings,17329,3562.0,7524,Fixed Deposit,2022-07-11,200262,Savings,17329.0,3562.0,7524.0,Fixed Deposit,2022-07-11,MATCH,0.0,0.0,both
305308,204431,Current,61013,2692.0,17539,Recurring Deposit,2025-02-18,204431,Current,61013.0,2692.0,17539.0,Recurring Deposit,2025-02-18,MATCH,0.0,0.0,both
305309,203801,Business,59376,2251.0,16002,Mutual Fund,2022-11-14,203801,Business,59376.0,2251.0,16002.0,Mutual Fund,2022-11-14,MATCH,0.0,0.0,both
305310,209208,Savings,79457,3576.0,41646,Mutual Fund,2022-04-26,209208,Savings,79457.0,3576.0,41646.0,Mutual Fund,2022-04-26,MATCH,0.0,0.0,both
305311,200983,Savings,27922,3900.0,15513,Mutual Fund,2024-03-03,200983,Savings,27922.0,3900.0,15513.0,Mutual Fund,2024-03-03,MATCH,0.0,0.0,both
305312,207671,Current,57882,2703.0,22985,Mutual Fund,2023-08-18,207671,Current,57882.0,2703.0,22985.0,Mutual Fund,2023-08-18,MATCH,0.0,0.0,both
305313,201559,Savings,14012,2729.0,45572,Mutual Fund,2022-05-18,201559,Savings,14012.0,2729.0,45572.0,Mutual Fund,2022-05-18,MATCH,0.0,0.0,both
305314,202702,Savings,92085,2525.0,23637,Mutual Fund,2022-08-03,202702,Savings,92085.0,2525.0,23637.0,Mutual Fund,2022-08-03,MATCH,0.0,0.0,both
305315,205686,Business,38425,545.0,25891,Recurring Deposit,2022-07-12,205686,Business,38425.0,545.0,25891.0,Recurring Deposit,2022-07-12,MATCH,0.0,0.0,both
305316,207521,Current,49331,3924.0,6276,Fixed Deposit,2022-06-13,207521,Current,49331.0,3924.0,6276.0,Fixed Deposit,2022-06-13,MATCH,0.0,0.0,both
305317,204497,Business,47229,1293.0,5152,Recurring Deposit,2022-12-22,204497,Business,47229.0,1293.0,5152.0,Recurring Deposit,2022-12-22,MATCH,0.0,0.0,both
305318,205802,Business,89667,3528.0,38109,Fixed Deposit,2023-04-16,205802,Business,89667.0,3528.0,38109.0,Fixed Deposit,2023-04-16,MATCH,0.0,0.0,both
305319,206628,Business,92145,3112.0,7008,Fixed Deposit,2024-08-03,206628,Business,92145.0,3112.0,7008.0,Fixed Deposit,2024-08-03,MATCH,0.0,0.0,both
305320,208581,Current,59577,3044.0,42788,Recurring Deposit,2022-07-08,208581,Current,59577.0,3044.0,42788.0,Recurring Deposit,2022-07-08,MATCH,0.0,0.0,both
305321,204268,Savings,61098,2561.0,29884,Fixed Deposit,2024-08-30,204268,Savings,61098.0,2561.0,29884.0,Fixed Deposit,2024-08-30,MATCH,0.0,0.0,both
305322,204048,Business,78187,2579.0,12963,Recurring Deposit,2023-03-09,204048,Business,78187.0,2579.0,12963.0,Recurring Deposit,2023-03-09,MATCH,0.0,0.0,both
305323,200506,Current,14341,4927.0,46168,Recurring Deposit,2023-04-26,200506,Current,14341.0,4927.0,46168.0,Recurring Deposit,2023-04-26,MATCH,0.0,0.0,both
305324,206287,Savings,92604,2849.0,9513,Mutual Fund,2023-12-14,206287,Savings,92604.0,2849.0,9513.0,Mutual Fund,2023-12-14,MATCH,0.0,0.0,both
305325,200246,Current,27773,186.0,38938,Fixed Deposit,2023-11-13,200246,Current,27773.0,186.0,38938.0,Fixed Deposit,2023-11-13,MATCH,0.0,0.0,both
305326,206684,Business,56387,1538.0,9713,Mutual Fund,2024-02-19,206684,Business,56387.0,1538.0,9713.0,Mutual Fund,2024-02-19,MATCH,0.0,0.0,both
305327,207552,Current,14000,4972.0,20287,Recurring Deposit,2024-11-24,207552,Current,14000.0,4972.0,20287.0,Recurring Deposit,2024-11-24,MATCH,0.0,0.0,both
305328,202714,Business,62803,2414.0,29250,Recurring Deposit,2023-12-09,202714,Business,62803.0,2414.0,29250.0,Recurring Deposit,2023-12-09,MATCH,0.0,0.0,both
305329,206755,Current,91408,1550.0,25626,Fixed Deposit,2024-01-22,206755,Current,91408.0,1550.0,25626.0,Fixed Deposit,2024-01-22,MATCH,0.0,0.0,both
305330,209634,Business,2512,117.0,44250,Mutual Fund,2023-07-25,209634,Business,2512.0,117.0,44250.0,Mutual Fund,2023-07-25,MATCH,0.0,0.0,both
305331,202639,Savings,94839,3042.0,1351,Mutual Fund,2022-04-16,202639,Savings,94839.0,3042.0,1351.0,Mutual Fund,2022-04-16,MATCH,0.0,0.0,both
305332,206684,Current,81823,2521.0,4030,Fixed Deposit,2023-11-16,206684,Current,81823.0,2521.0,4030.0,Fixed Deposit,2023-11-16,MATCH,0.0,0.0,both
305333,204157,Current,7628,143.0,3735,Recurring Deposit,2025-01-29,204157,Current,7628.0,143.0,3735.0,Recurring Deposit,2025-01-29,MATCH,0.0,0.0,both
305334,201918,Savings,26156,422.0,21536,Recurring Deposit,2022-09-20,201918,Savings,26156.0,422.0,21536.0,Recurring Deposit,2022-09-20,MATCH,0.0,0.0,both
305335,205921,Business,91765,4233.0,19667,Fixed Deposit,2024-06-28,205921,Business,91765.0,4233.0,19667.0,Fixed Deposit,2024-06-28,MATCH,0.0,0.0,both
305336,200943,Business,61851,4432.0,29387,Fixed Deposit,2022-03-30,200943,Business,61851.0,4432.0,29387.0,Fixed Deposit,2022-03-30,MATCH,0.0,0.0,both
305337,208308,Business,59030,4876.0,3360,Fixed Deposit,2024-12-11,208308,Business,59030.0,4876.0,3360.0,Fixed Deposit,2024-12-11,MATCH,0.0,0.0,both
305338,202557,Savings,77559,1395.0,3900,Mutual Fund,2024-11-05,202557,Savings,77559.0,1395.0,3900.0,Mutual Fund,2024-11-05,MATCH,0.0,0.0,both
305339,209415,Current,64846,1350.0,42813,Fixed Deposit,2022-06-27,209415,Current,64846.0,1350.0,42813.0,Fixed Deposit,2022-06-27,MATCH,0.0,0.0,both
305340,206698,Current,15890,4541.0,38590,Recurring Deposit,2024-09-15,206698,Current,15890.0,4541.0,38590.0,Recurring Deposit,2024-09-15,MATCH,0.0,0.0,both
305341,200988,Current,2603,839.0,28509,Fixed Deposit,2022-05-30,200988,Current,2603.0,839.0,28509.0,Fixed Deposit,2022-05-30,MATCH,0.0,0.0,both
305342,207936,Savings,93926,2119.0,20467,Mutual Fund,2025-03-13,207936,Savings,93926.0,2119.0,20467.0,Mutual Fund,2025-03-13,MATCH,0.0,0.0,both
305343,206693,Business,89717,1078.0,32521,Mutual Fund,2022-07-11,206693,Business,89717.0,1078.0,32521.0,Mutual Fund,2022-07-11,MATCH,0.0,0.0,both
305344,208155,Business,47120,510.0,31168,Fixed Deposit,2023-09-27,208155,Business,47120.0,510.0,31168.0,Fixed Deposit,2023-09-27,MATCH,0.0,0.0,both
305345,204279,Business,42046,514.0,11689,Recurring Deposit,2024-05-10,204279,Business,42046.0,514.0,11689.0,Recurring Deposit,2024-05-10,MATCH,0.0,0.0,both
305346,203567,Current,10032,3314.0,38288,Fixed Deposit,2022-09-01,203567,Current,10032.0,3314.0,38288.0,Fixed Deposit,2022-09-01,MATCH,0.0,0.0,both
305347,207160,Savings,57727,3395.0,40420,Mutual Fund,2023-06-14,207160,Savings,57727.0,3395.0,40420.0,Mutual Fund,2023-06-14,MATCH,0.0,0.0,both
305348,209928,Business,88114,1900.0,13981,Recurring Deposit,2025-02-18,209928,Business,88114.0,1900.0,13981.0,Recurring Deposit,2025-02-18,MATCH,0.0,0.0,both
305349,203113,Business,89018,911.0,8956,Mutual Fund,2023-07-02,203113,Business,89018.0,911.0,8956.0,Mutual Fund,2023-07-02,MATCH,0.0,0.0,both
305350,209515,Current,58099,340.0,29535,Mutual Fund,2024-10-18,209515,Current,58099.0,340.0,29535.0,Mutual Fund,2024-10-18,MATCH,0.0,0.0,both
305351,208707,Business,39702,1457.0,13689,Mutual Fund,2022-08-02,208707,Business,39702.0,1457.0,13689.0,Mutual Fund,2022-08-02,MATCH,0.0,0.0,both
305352,204214,Current,23667,790.0,26551,Fixed Deposit,2023-06-01,204214,Current,23667.0,790.0,26551.0,Fixed Deposit,2023-06-01,MATCH,0.0,0.0,both
305353,203148,Business,87146,4953.0,36277,Mutual Fund,2024-01-29,203148,Business,87146.0,4953.0,36277.0,Mutual Fund,2024-01-29,MATCH,0.0,0.0,both
305354,204887,Current,71557,1161.0,31560,Fixed Deposit,2023-11-03,204887,Current,71557.0,1161.0,31560.0,Fixed Deposit,2023-11-03,MATCH,0.0,0.0,both
305355,202886,Current,41121,4611.0,33045,Fixed Deposit,2023-11-24,202886,Current,41121.0,4611.0,33045.0,Fixed Deposit,2023-11-24,MATCH,0.0,0.0,both
305356,207290,Business,43350,1385.0,19182,Fixed Deposit,2025-01-10,207290,Business,43350.0,1385.0,19182.0,Fixed Deposit,2025-01-10,MATCH,0.0,0.0,both
305357,202481,Current,86165,214.0,43917,Mutual Fund,2022-05-07,202481,Current,86165.0,214.0,43917.0,Mutual Fund,2022-05-07,MATCH,0.0,0.0,both
305358,202010,Business,48282,4505.0,44795,Mutual Fund,2024-03-26,202010,Business,48282.0,4505.0,44795.0,Mutual Fund,2024-03-26,MATCH,0.0,0.0,both
305359,201425,Business,96074,3734.0,33778,Mutual Fund,2022-11-18,201425,Business,96074.0,3734.0,33778.0,Mutual Fund,2022-11-18,MATCH,0.0,0.0,both
305360,207517,Savings,12790,835.0,14061,Recurring Deposit,2024-06-26,207517,Savings,12790.0,835.0,14061.0,Recurring Deposit,2024-06-26,MATCH,0.0,0.0,both
305361,200667,Business,10002,2132.0,49486,Recurring Deposit,2023-02-25,200667,Business,10002.0,2132.0,49486.0,Recurring Deposit,2023-02-25,MATCH,0.0,0.0,both
305362,205532,Business,7549,3269.0,28270,Recurring Deposit,2022-10-18,205532,Business,7549.0,3269.0,28270.0,Recurring Deposit,2022-10-18,MATCH,0.0,0.0,both
305363,206472,Savings,56643,4527.0,32788,Recurring Deposit,2023-11-18,206472,Savings,56643.0,4527.0,32788.0,Recurring Deposit,2023-11-18,MATCH,0.0,0.0,both
305364,200102,Savings,77636,4588.0,9731,Recurring Deposit,2024-07-15,200102,Savings,77636.0,4588.0,9731.0,Recurring Deposit,2024-07-15,MATCH,0.0,0.0,both
305365,205460,Current,66766,2996.63,19789,Mutual Fund,2023-06-22,205460,Current,66766.0,2996.63,19789.0,Mutual Fund,2023-06-22,MATCH,0.0,0.0,both
